Completeness,Sequence Length,Horizon,Window Size,Train Metrics,Test Metrics,Test Number
1,216,1,1,"[[0, 7.847208275747054e+33, 1.8886272402494616e+16], [1, 7.847208275747054e+33, 1.8886272402494616e+16], [2, 7.847208275747054e+33, 1.888627240602466e+16], [3, 7.847208275747054e+33, 1.888627241067207e+16], [4, 7.847208275747054e+33, 1.888627242959576e+16], [5, 7.847208275747054e+33, 1.888627247556232e+16], [6, 7.847208275747054e+33, 1.888627246026811e+16], [7, 7.847208275747054e+33, 1.8886272620748216e+16], [8, 7.847208275747063e+33, 1.8886274129436428e+16], [9, 7.847208275747056e+33, 1.8886273365599e+16], [10, 7.847208275747085e+33, 1.8886276303786532e+16], [11, 7.847208275747524e+33, 1.8886290965707028e+16], [12, 7.847208275747072e+33, 1.888627420021409e+16], [13, 7.847208275747054e+33, 1.8886272402597616e+16], [14, 7.847208275747054e+33, 1.888627240249462e+16], [15, 7.847208275747054e+33, 1.888627240249462e+16], [16, 7.847208275747054e+33, 1.888627240249462e+16], [17, 7.847208275747054e+33, 1.888627240249462e+16], [18, 7.847208275747054e+33, 1.888627240249462e+16], [19, 7.847208275747054e+33, 1.888627240249462e+16], [20, 7.847208275747054e+33, 1.888627240249462e+16], [21, 7.847208275747054e+33, 1.888627240249462e+16], [22, 7.847208275747054e+33, 1.888627240249462e+16], [23, 7.847208275747054e+33, 1.888627240249462e+16], [24, 7.847208275747054e+33, 1.888627240249462e+16], [25, 7.847208275747054e+33, 1.888627240249462e+16], [26, 7.847208275747054e+33, 1.888627240249462e+16], [27, 7.847208275747054e+33, 1.888627240249462e+16], [28, 7.847208275747054e+33, 1.888627240249462e+16], [29, 7.847208275747054e+33, 1.888627240249462e+16], [30, 7.847208275747054e+33, 1.888627240249462e+16], [31, 7.847208275747054e+33, 1.888627240249462e+16], [32, 3.11727301868503e+33, 1.19035384706417e+16], [33, 1.2383244759375801e+33, 7502497995933153.0], [34, 1.2383244759375801e+33, 7502497995933153.0], [35, 1.2383244759375801e+33, 7502497995933153.0], [36, 1.2383244759375801e+33, 7502497995933153.0], [37, 1.2383244759375801e+33, 7502497995933153.0], [38, 1.2383244759375801e+33, 7502497995933153.0], [39, 1.2383244759375801e+33, 7502497995933153.0], [40, 1.2383244759375801e+33, 7502497995933153.0], [41, 1.2383244759375801e+33, 7502497995933153.0], [42, 1.2383244759375801e+33, 7502497995933153.0], [43, 1.2383244759375801e+33, 7502497995933153.0], [44, 1.2383244759375801e+33, 7502497995933153.0], [45, 1.2383244759375801e+33, 7502497995933153.0], [46, 1.2383244759375801e+33, 7502497995933153.0], [47, 4.919196144408119e+32, 4728634313898929.0], [48, 1.9541313985633387e+32, 2980338143233952.5], [49, 1.9541313985633387e+32, 2980338143233952.5]]","[[0, 0.09810734912753105, 0.3106461160479768], [1, 10.245812913713356, 2.8083453707482935], [2, nan, nan], [3, nan, nan], [4, 776296492346027.0, 25434499.2907265], [5, 2740008342869.7227, 1511072.8160658607], [6, 1.5080190239991398e+18, 1121018519.3231187], [7, nan, nan], [8, nan, nan], [9, nan, nan], [10, 2.466744258058868e+18, 1433743427.6309624], [11, 1.6689963453050608e+20, 11793346801.739103], [12, 402735049388.018, 579321.2330081005], [13, nan, nan], [14, 10.938615004221598, 3.3055427370861454], [15, 12.577348073323568, 3.5385808608034317], [16, 14.489848454793295, 3.798673717285999], [17, 12.10931889216105, 3.4788496165574454], [18, nan, nan], [19, nan, nan], [20, 13.94852066040039, 3.732858417967614], [21, nan, nan], [22, nan, nan], [23, nan, nan], [24, nan, nan], [25, 15.723397731781006, 3.9630244012200913], [26, nan, nan], [27, nan, nan], [28, nan, nan], [29, nan, nan], [30, nan, nan], [31, nan, nan], [32, nan, nan], [33, nan, nan], [34, nan, nan], [35, nan, nan], [36, nan, nan], [37, nan, nan], [38, nan, nan], [39, nan, nan], [40, nan, nan], [41, nan, nan], [42, nan, nan], [43, nan, nan], [44, nan, nan], [45, nan, nan], [46, nan, nan], [47, nan, nan], [48, nan, nan], [49, nan, nan]]",2
1,216,1,1,"[[0, 0.6293397251707078, 0.5596694459274112], [1, 0.1959969463271343, 0.3726025536458959], [2, 0.4281162547572008, 0.42401271186942746], [3, 0.15653329731801272, 0.3406433464150442], [4, 0.07199905668808655, 0.21985093746689824], [5, 0.04954298612375913, 0.19789567532353047], [6, 0.04004494040484794, 0.17522504551514453], [7, 0.037710514649833465, 0.16739946934633795], [8, 0.0364384649252646, 0.16179773493451355], [9, 0.03622285219766623, 0.16150560529981764], [10, 0.035770411473508415, 0.16032394735569555], [11, 0.03549621762728996, 0.1592891353991137], [12, 0.03522292039600539, 0.15845856634175748], [13, 0.0350118736916391, 0.15768606909207042], [14, 0.0348218599551315, 0.1570927716873814], [15, 0.0346552228518042, 0.15652486793252593], [16, 0.03450863852049224, 0.1560532131080423], [17, 0.03437764914071357, 0.15563182574452034], [18, 0.03426075927034782, 0.15526220019818712], [19, 0.03415572964480485, 0.15493498851604962], [20, 0.034061113343341276, 0.15464369988395726], [21, 0.033975649037694726, 0.15438362065024266], [22, 0.03389826738698916, 0.15415044055503643], [23, 0.033828101242596116, 0.1539408172093699], [24, 0.033764392788394944, 0.1537518841573383], [25, 0.03370647748604163, 0.15358122033704724], [26, 0.033653793195050886, 0.15342684473221369], [27, 0.033605831434463405, 0.15328697177226674], [28, 0.03356214780466293, 0.15316009289193724], [29, 0.033522348348262974, 0.15304490483249042], [30, 0.033486071407837284, 0.1529402506499438], [31, 0.033453008900819856, 0.15284509855847664], [32, 0.033422859115737745, 0.1527585250696982], [33, 0.03339537018010477, 0.15267976457476806], [34, 0.03337030759112994, 0.1526080802039558], [35, 0.03334744809597561, 0.15254279693048722], [36, 0.033326605774081225, 0.15248333568701036], [37, 0.03330759948056022, 0.15242915632203033], [38, 0.03329027291461402, 0.15237980811982074], [39, 0.033274466896810656, 0.152334845523948], [40, 0.03326006835347719, 0.15229391916875443], [41, 0.033246940478089855, 0.15225660350219397], [42, 0.03323496793746017, 0.15222260092689047], [43, 0.03322406160772185, 0.15219162944281306], [44, 0.03321412062822757, 0.15216339533698686], [45, 0.033205064029475165, 0.15213766960378122], [46, 0.03319681150341322, 0.1521142139401688], [47, 0.03318928965282711, 0.15209286726798799], [48, 0.03318244822863066, 0.15207343109629215], [49, 0.03317621170902963, 0.15205571898949874]]","[[0, 0.03259525168687105, 0.17866799035952827], [1, 0.006413087326412399, 0.07964563502396181], [2, 0.4028378874063492, 0.6342402777538131], [3, 0.022491473859796923, 0.14867796573978045], [4, 0.005455307778902352, 0.07280653727697832], [5, 0.024420379971464474, 0.15609723883940343], [6, 0.00764565650994579, 0.08639392652633754], [7, 0.006509342386076848, 0.07886023639287969], [8, 0.006632306380197406, 0.07929009536337721], [9, 0.006655222736299038, 0.07927606875075109], [10, 0.006088404023709397, 0.07534810069585203], [11, 0.005858956874969105, 0.07367785752916121], [12, 0.005551039047228794, 0.0713559870019], [13, 0.005374304795016845, 0.06998195461502517], [14, 0.00517919830357035, 0.06843609818353408], [15, 0.005037542820597689, 0.06728862926725522], [16, 0.004913072373407583, 0.06626511487914837], [17, 0.004810844509241481, 0.06541213345441564], [18, 0.004724914363274972, 0.06468735934616798], [19, 0.004652253468520939, 0.06406885869364635], [20, 0.004590496052211772, 0.06353930795125741], [21, 0.004537584085483104, 0.06308297627256133], [22, 0.004491991091830035, 0.06268793702996377], [23, 0.004452458408195525, 0.06234415399669346], [24, 0.004417999123688787, 0.06204363447652201], [25, 0.004387821943964809, 0.06177987023872849], [26, 0.0043612724596944945, 0.06154741465187626], [27, 0.004337821116981407, 0.061341807668213864], [28, 0.004317041020840406, 0.061159431601832716], [29, 0.0042985731464189785, 0.06099721806090069], [30, 0.004282107576727867, 0.06085251317970586], [31, 0.004267387460762014, 0.06072309837544098], [32, 0.004254214795461546, 0.06060724720650613], [33, 0.004242398562685897, 0.06050330485680195], [34, 0.0042317781286935014, 0.06040985456556352], [35, 0.0042222193636310594, 0.06032573854363874], [36, 0.004213595394200335, 0.060249848958342976], [37, 0.004205805404732625, 0.06018129823319818], [38, 0.0041987831161047024, 0.06011949852151399], [39, 0.0041924330677526695, 0.06006361042245815], [40, 0.004186692337195079, 0.06001308452417186], [41, 0.004181481102326264, 0.05996722345494038], [42, 0.004176768280255298, 0.05992574140572641], [43, 0.004172481984520952, 0.0598880180353459], [44, 0.004168598117151608, 0.05985384156386927], [45, 0.004165061380869399, 0.05982271960494908], [46, 0.004161857573005061, 0.05979452383669425], [47, 0.004158950449588398, 0.05976893874505942], [48, 0.004156307045680781, 0.05974567151027138], [49, 0.00415390378717954, 0.059724519285851645]]",2
1,216,1,1,"[[0, 0.8935321171912143, 0.6559388223433978], [1, 0.6574623385621678, 0.6643696728118538], [2, 0.2557015871806514, 0.4669468986235203], [3, 0.04984558506735733, 0.20402560425638416], [4, 0.044373120342026506, 0.17851584475305843], [5, 0.043314411285488554, 0.1716826941063328], [6, 0.037060936591366216, 0.1653396439324121], [7, 0.03645018816903411, 0.1596036328035582], [8, 0.03570181100318829, 0.1590696204207346], [9, 0.03525713491364427, 0.1577697769925976], [10, 0.03475998471757131, 0.15670018720771053], [11, 0.03433641758359348, 0.15578629690231946], [12, 0.03391997613999549, 0.15491295144179726], [13, 0.033539718842976504, 0.15409340063652857], [14, 0.03317918029746839, 0.15329843614713873], [15, 0.032846704114317185, 0.15258720069288592], [16, 0.032535689392326664, 0.15186455670358445], [17, 0.03224529525254011, 0.1512635256777665], [18, 0.031977528891903126, 0.15059474536536585], [19, 0.03172106454093453, 0.15010779727500453], [20, 0.0314888984153402, 0.14946673405803823], [21, 0.03125817002174223, 0.1490854068467346], [22, 0.03105239500568825, 0.14846097045514164], [23, 0.03083957462859828, 0.14814466282322658], [24, 0.030652928373975947, 0.14756609696193926], [25, 0.030457896981499203, 0.14725719631422557], [26, 0.030290174699898455, 0.14677930296449687], [27, 0.030119104790390424, 0.1464533100615625], [28, 0.02996924637340098, 0.14608185214482722], [29, 0.029821804076034044, 0.1457588877169803], [30, 0.029687014874070883, 0.14545078204082762], [31, 0.02955874111891414, 0.14515872259980472], [32, 0.029438958184549675, 0.1448874012575047], [33, 0.029326723963354846, 0.14463222050676072], [34, 0.02922182758837672, 0.14439380886219144], [35, 0.029124000614198547, 0.14417143723850162], [36, 0.02903291670649889, 0.14396430192262416], [37, 0.0289482627662697, 0.1437717023402654], [38, 0.028869719383129405, 0.14359294223745764], [39, 0.02879697080546369, 0.1434272913467351], [40, 0.02872969634786603, 0.14327403428532948], [41, 0.028667568298433685, 0.1431324201180551], [42, 0.028610276080490576, 0.14300176923196878], [43, 0.028557519361908947, 0.1428814201183137], [44, 0.028508991795769406, 0.14277066770523733], [45, 0.028464407053044333, 0.14266885077191344], [46, 0.028423493658746815, 0.14257537804529063], [47, 0.02838597683114044, 0.1424896189678407], [48, 0.028351610756501378, 0.1424110202681085], [49, 0.02832015518963869, 0.14233904906386657]]","[[0, 1.6562662521998088, 1.2865952761049761], [1, 0.286786546309789, 0.5347358853111458], [2, 0.0197044238448143, 0.13846079390508456], [3, 0.007062787500520547, 0.07884268993936848], [4, 0.005516301387009055, 0.067693718164493], [5, 0.0052865499261921895, 0.06719240375596276], [6, 0.003697772005883356, 0.05338637079463218], [7, 0.004777156330116365, 0.060018897322357746], [8, 0.0043642582190841495, 0.056509224462099265], [9, 0.004268326186623502, 0.05601696041057396], [10, 0.004252105301626822, 0.05591991494200289], [11, 0.0041708975926061, 0.05555548141372113], [12, 0.004146019780212858, 0.055443379910146195], [13, 0.004079217508963969, 0.05514444164247286], [14, 0.004084138050529873, 0.05516984196541617], [15, 0.004017881707113702, 0.05487575210935838], [16, 0.0040482012094192514, 0.055017436569100714], [17, 0.003971427203699325, 0.05468348469539613], [18, 0.004027653460070724, 0.054939834401504704], [19, 0.00393589415277044, 0.05454745158264245], [20, 0.004011455746270561, 0.05488395402426057], [21, 0.003914905728985711, 0.05447736806132353], [22, 0.0039879288063578615, 0.05479656362852713], [23, 0.00391184446925763, 0.054481783025963855], [24, 0.003955161344492808, 0.05467021930149422], [25, 0.003918355296870383, 0.054523111375131376], [26, 0.003926672756885334, 0.05456327742726242], [27, 0.003918813318402196, 0.054536693773970905], [28, 0.003912264578199635, 0.05451468543473236], [29, 0.003910995719100659, 0.05451417994143629], [30, 0.0039056704602747536, 0.05449656403333256], [31, 0.0039029924276595316, 0.05448941128345319], [32, 0.003899972201907076, 0.054480528327876365], [33, 0.0038972335581396087, 0.054472445843937796], [34, 0.0038948112730092057, 0.054465382377194914], [35, 0.003892600812832825, 0.05445889306544029], [36, 0.003890591067223189, 0.054452975217376964], [37, 0.003888769933837466, 0.05444760273348798], [38, 0.0038871137415602184, 0.05444268824561457], [39, 0.003885612493225684, 0.05443821855024076], [40, 0.003884240866076046, 0.05443411614713125], [41, 0.003882997768717663, 0.05443038079033998], [42, 0.003881879873612585, 0.05442701347456599], [43, 0.0038808616081951186, 0.05442392037323157], [44, 0.00387993639499958, 0.05442110860043672], [45, 0.003879092590068467, 0.054418527158951256], [46, 0.003878329114134734, 0.05441616404780922], [47, 0.003877628162930099, 0.05441399727318538], [48, 0.0038769962072061994, 0.05441202353157557], [49, 0.003876419461448677, 0.054410219834480855]]",3
1,216,1,1,"[[0, 0.6293397251707078, 0.5596694459274112], [1, 0.1959969463271343, 0.3726025536458959], [2, 0.4281162547572008, 0.42401271186942746], [3, 0.15653329731801272, 0.3406433464150442], [4, 0.07199905668808655, 0.21985093746689824], [5, 0.04954298612375913, 0.19789567532353047], [6, 0.04004494040484794, 0.17522504551514453], [7, 0.037710514649833465, 0.16739946934633795], [8, 0.0364384649252646, 0.16179773493451355], [9, 0.03622285219766623, 0.16150560529981764], [10, 0.035770411473508415, 0.16032394735569555], [11, 0.03549621762728996, 0.1592891353991137], [12, 0.03522292039600539, 0.15845856634175748], [13, 0.0350118736916391, 0.15768606909207042], [14, 0.0348218599551315, 0.1570927716873814], [15, 0.0346552228518042, 0.15652486793252593], [16, 0.03450863852049224, 0.1560532131080423], [17, 0.03437764914071357, 0.15563182574452034], [18, 0.03426075927034782, 0.15526220019818712], [19, 0.03415572964480485, 0.15493498851604962], [20, 0.034061113343341276, 0.15464369988395726], [21, 0.033975649037694726, 0.15438362065024266], [22, 0.03389826738698916, 0.15415044055503643], [23, 0.033828101242596116, 0.1539408172093699], [24, 0.033764392788394944, 0.1537518841573383], [25, 0.03370647748604163, 0.15358122033704724], [26, 0.033653793195050886, 0.15342684473221369], [27, 0.033605831434463405, 0.15328697177226674], [28, 0.03356214780466293, 0.15316009289193724], [29, 0.033522348348262974, 0.15304490483249042], [30, 0.033486071407837284, 0.1529402506499438], [31, 0.033453008900819856, 0.15284509855847664], [32, 0.033422859115737745, 0.1527585250696982], [33, 0.03339537018010477, 0.15267976457476806], [34, 0.03337030759112994, 0.1526080802039558], [35, 0.03334744809597561, 0.15254279693048722], [36, 0.033326605774081225, 0.15248333568701036], [37, 0.03330759948056022, 0.15242915632203033], [38, 0.03329027291461402, 0.15237980811982074], [39, 0.033274466896810656, 0.152334845523948], [40, 0.03326006835347719, 0.15229391916875443], [41, 0.033246940478089855, 0.15225660350219397], [42, 0.03323496793746017, 0.15222260092689047], [43, 0.03322406160772185, 0.15219162944281306], [44, 0.03321412062822757, 0.15216339533698686], [45, 0.033205064029475165, 0.15213766960378122], [46, 0.03319681150341322, 0.1521142139401688], [47, 0.03318928965282711, 0.15209286726798799], [48, 0.03318244822863066, 0.15207343109629215], [49, 0.03317621170902963, 0.15205571898949874]]","[[0, 0.03259525168687105, 0.17866799035952827], [1, 0.006413087326412399, 0.07964563502396181], [2, 0.4028378874063492, 0.6342402777538131], [3, 0.022491473859796923, 0.14867796573978045], [4, 0.005455307778902352, 0.07280653727697832], [5, 0.024420379971464474, 0.15609723883940343], [6, 0.00764565650994579, 0.08639392652633754], [7, 0.006509342386076848, 0.07886023639287969], [8, 0.006632306380197406, 0.07929009536337721], [9, 0.006655222736299038, 0.07927606875075109], [10, 0.006088404023709397, 0.07534810069585203], [11, 0.005858956874969105, 0.07367785752916121], [12, 0.005551039047228794, 0.0713559870019], [13, 0.005374304795016845, 0.06998195461502517], [14, 0.00517919830357035, 0.06843609818353408], [15, 0.005037542820597689, 0.06728862926725522], [16, 0.004913072373407583, 0.06626511487914837], [17, 0.004810844509241481, 0.06541213345441564], [18, 0.004724914363274972, 0.06468735934616798], [19, 0.004652253468520939, 0.06406885869364635], [20, 0.004590496052211772, 0.06353930795125741], [21, 0.004537584085483104, 0.06308297627256133], [22, 0.004491991091830035, 0.06268793702996377], [23, 0.004452458408195525, 0.06234415399669346], [24, 0.004417999123688787, 0.06204363447652201], [25, 0.004387821943964809, 0.06177987023872849], [26, 0.0043612724596944945, 0.06154741465187626], [27, 0.004337821116981407, 0.061341807668213864], [28, 0.004317041020840406, 0.061159431601832716], [29, 0.0042985731464189785, 0.06099721806090069], [30, 0.004282107576727867, 0.06085251317970586], [31, 0.004267387460762014, 0.06072309837544098], [32, 0.004254214795461546, 0.06060724720650613], [33, 0.004242398562685897, 0.06050330485680195], [34, 0.0042317781286935014, 0.06040985456556352], [35, 0.0042222193636310594, 0.06032573854363874], [36, 0.004213595394200335, 0.060249848958342976], [37, 0.004205805404732625, 0.06018129823319818], [38, 0.0041987831161047024, 0.06011949852151399], [39, 0.0041924330677526695, 0.06006361042245815], [40, 0.004186692337195079, 0.06001308452417186], [41, 0.004181481102326264, 0.05996722345494038], [42, 0.004176768280255298, 0.05992574140572641], [43, 0.004172481984520952, 0.0598880180353459], [44, 0.004168598117151608, 0.05985384156386927], [45, 0.004165061380869399, 0.05982271960494908], [46, 0.004161857573005061, 0.05979452383669425], [47, 0.004158950449588398, 0.05976893874505942], [48, 0.004156307045680781, 0.05974567151027138], [49, 0.00415390378717954, 0.059724519285851645]]",2
1,216,1,1,"[[0, 0.8935321171912143, 0.6559388223433978], [1, 0.6574623385621678, 0.6643696728118538], [2, 0.2557015871806514, 0.4669468986235203], [3, 0.04984558506735733, 0.20402560425638416], [4, 0.044373120342026506, 0.17851584475305843], [5, 0.043314411285488554, 0.1716826941063328], [6, 0.037060936591366216, 0.1653396439324121], [7, 0.03645018816903411, 0.1596036328035582], [8, 0.03570181100318829, 0.1590696204207346], [9, 0.03525713491364427, 0.1577697769925976], [10, 0.03475998471757131, 0.15670018720771053], [11, 0.03433641758359348, 0.15578629690231946], [12, 0.03391997613999549, 0.15491295144179726], [13, 0.033539718842976504, 0.15409340063652857], [14, 0.03317918029746839, 0.15329843614713873], [15, 0.032846704114317185, 0.15258720069288592], [16, 0.032535689392326664, 0.15186455670358445], [17, 0.03224529525254011, 0.1512635256777665], [18, 0.031977528891903126, 0.15059474536536585], [19, 0.03172106454093453, 0.15010779727500453], [20, 0.0314888984153402, 0.14946673405803823], [21, 0.03125817002174223, 0.1490854068467346], [22, 0.03105239500568825, 0.14846097045514164], [23, 0.03083957462859828, 0.14814466282322658], [24, 0.030652928373975947, 0.14756609696193926], [25, 0.030457896981499203, 0.14725719631422557], [26, 0.030290174699898455, 0.14677930296449687], [27, 0.030119104790390424, 0.1464533100615625], [28, 0.02996924637340098, 0.14608185214482722], [29, 0.029821804076034044, 0.1457588877169803], [30, 0.029687014874070883, 0.14545078204082762], [31, 0.02955874111891414, 0.14515872259980472], [32, 0.029438958184549675, 0.1448874012575047], [33, 0.029326723963354846, 0.14463222050676072], [34, 0.02922182758837672, 0.14439380886219144], [35, 0.029124000614198547, 0.14417143723850162], [36, 0.02903291670649889, 0.14396430192262416], [37, 0.0289482627662697, 0.1437717023402654], [38, 0.028869719383129405, 0.14359294223745764], [39, 0.02879697080546369, 0.1434272913467351], [40, 0.02872969634786603, 0.14327403428532948], [41, 0.028667568298433685, 0.1431324201180551], [42, 0.028610276080490576, 0.14300176923196878], [43, 0.028557519361908947, 0.1428814201183137], [44, 0.028508991795769406, 0.14277066770523733], [45, 0.028464407053044333, 0.14266885077191344], [46, 0.028423493658746815, 0.14257537804529063], [47, 0.02838597683114044, 0.1424896189678407], [48, 0.028351610756501378, 0.1424110202681085], [49, 0.02832015518963869, 0.14233904906386657]]","[[0, 1.6562662521998088, 1.2865952761049761], [1, 0.286786546309789, 0.5347358853111458], [2, 0.0197044238448143, 0.13846079390508456], [3, 0.007062787500520547, 0.07884268993936848], [4, 0.005516301387009055, 0.067693718164493], [5, 0.0052865499261921895, 0.06719240375596276], [6, 0.003697772005883356, 0.05338637079463218], [7, 0.004777156330116365, 0.060018897322357746], [8, 0.0043642582190841495, 0.056509224462099265], [9, 0.004268326186623502, 0.05601696041057396], [10, 0.004252105301626822, 0.05591991494200289], [11, 0.0041708975926061, 0.05555548141372113], [12, 0.004146019780212858, 0.055443379910146195], [13, 0.004079217508963969, 0.05514444164247286], [14, 0.004084138050529873, 0.05516984196541617], [15, 0.004017881707113702, 0.05487575210935838], [16, 0.0040482012094192514, 0.055017436569100714], [17, 0.003971427203699325, 0.05468348469539613], [18, 0.004027653460070724, 0.054939834401504704], [19, 0.00393589415277044, 0.05454745158264245], [20, 0.004011455746270561, 0.05488395402426057], [21, 0.003914905728985711, 0.05447736806132353], [22, 0.0039879288063578615, 0.05479656362852713], [23, 0.00391184446925763, 0.054481783025963855], [24, 0.003955161344492808, 0.05467021930149422], [25, 0.003918355296870383, 0.054523111375131376], [26, 0.003926672756885334, 0.05456327742726242], [27, 0.003918813318402196, 0.054536693773970905], [28, 0.003912264578199635, 0.05451468543473236], [29, 0.003910995719100659, 0.05451417994143629], [30, 0.0039056704602747536, 0.05449656403333256], [31, 0.0039029924276595316, 0.05448941128345319], [32, 0.003899972201907076, 0.054480528327876365], [33, 0.0038972335581396087, 0.054472445843937796], [34, 0.0038948112730092057, 0.054465382377194914], [35, 0.003892600812832825, 0.05445889306544029], [36, 0.003890591067223189, 0.054452975217376964], [37, 0.003888769933837466, 0.05444760273348798], [38, 0.0038871137415602184, 0.05444268824561457], [39, 0.003885612493225684, 0.05443821855024076], [40, 0.003884240866076046, 0.05443411614713125], [41, 0.003882997768717663, 0.05443038079033998], [42, 0.003881879873612585, 0.05442701347456599], [43, 0.0038808616081951186, 0.05442392037323157], [44, 0.00387993639499958, 0.05442110860043672], [45, 0.003879092590068467, 0.054418527158951256], [46, 0.003878329114134734, 0.05441616404780922], [47, 0.003877628162930099, 0.05441399727318538], [48, 0.0038769962072061994, 0.05441202353157557], [49, 0.003876419461448677, 0.054410219834480855]]",3
1,216,1,1,"[[0, 0.9261026157154923, 0.7240200209136287], [1, 1.0746431045367248, 0.8986520864804978], [2, 0.3243235156960076, 0.47509387744580395], [3, 0.13802320267339901, 0.31100350892999973], [4, 0.056928323016368916, 0.21359140614812264], [5, 0.04109788054068174, 0.1792687471294205], [6, 0.03731520111960847, 0.16816359988953966], [7, 0.03545086921769239, 0.16198779153782028], [8, 0.03502403751813939, 0.16136961012607162], [9, 0.03504919550115509, 0.16035441238908005], [10, 0.038458021956362894, 0.16932911260092587], [11, 0.0342761581497533, 0.16059817757419106], [12, 0.03339111981248217, 0.15690973002309705], [13, 0.032704022025600785, 0.15545191573631167], [14, 0.03191259235054964, 0.15343962484733412], [15, 0.03131051476867426, 0.15163692376326104], [16, 0.030864131204517826, 0.1505044469410141], [17, 0.030436314753301087, 0.14944678587187954], [18, 0.0300236796472399, 0.14831002261781245], [19, 0.029629110408547734, 0.1471471135340353], [20, 0.029245922430640177, 0.14596122195880512], [21, 0.028876453660251128, 0.1447707692421914], [22, 0.02853072212365944, 0.14360381632555722], [23, 0.028419777185523083, 0.1433005455330003], [24, 0.029079350526444614, 0.1453580512601745], [25, 0.028538702593539796, 0.14369766661052363], [26, 0.028089876447449483, 0.14271351204968333], [27, 0.027561371109359675, 0.14093249178458428], [28, 0.027267400602189202, 0.13953951990136848], [29, 0.02763174060133419, 0.14081880948209774], [30, 0.027532532611595734, 0.1410743015794139], [31, 0.027716037501314923, 0.14127056556695367], [32, 0.02727201970161072, 0.13950233446138588], [33, 0.026873315895153654, 0.13838588433697008], [34, 0.02649422182834574, 0.13716220984045494], [35, 0.026291180557260912, 0.13625228545296122], [36, 0.026166158506558054, 0.1357125926833269], [37, 0.02606745307622034, 0.13539829748792395], [38, 0.026006086402395295, 0.1351979905240121], [39, 0.025939785886467212, 0.13513839671010802], [40, 0.025917364639185723, 0.1350419937588158], [41, 0.025775734579101914, 0.13461279565632522], [42, 0.025707949085959365, 0.13427214811208849], [43, 0.025620192755013704, 0.13401401443658603], [44, 0.02556735930210423, 0.13380493523425524], [45, 0.025517370174860672, 0.13366535926973755], [46, 0.02547738610190295, 0.13354148523618056], [47, 0.025440221425101515, 0.13343276326055875], [48, 0.025406989413091823, 0.13333524372342986], [49, 0.025376881395156186, 0.13324690766279693]]","[[0, 0.0440983468045791, 0.20730080233721168], [1, 0.7785044113794962, 0.8818599821757629], [2, 0.46606748302777606, 0.6822829444788066], [3, 0.03440402696530024, 0.1842569971699384], [4, 0.008048908493947238, 0.08711864745001169], [5, 0.0031874080984077104, 0.051994857706484265], [6, 0.00411205121781677, 0.05971995089818938], [7, 0.005053606762279135, 0.06753902168722013], [8, 0.006046019931090996, 0.07474957528124716], [9, 0.004756782429467421, 0.0650523393708416], [10, 0.0063312740142767625, 0.07661969907118332], [11, 0.004702647561013388, 0.06430621301525039], [12, 0.004490578292461578, 0.06245128501395486], [13, 0.004801153881999198, 0.06505743443933341], [14, 0.004442975851513135, 0.06194125233761614], [15, 0.004326159611082403, 0.06083369952798417], [16, 0.004339048343050915, 0.06088282313525483], [17, 0.0043055498438964905, 0.06049093171966589], [18, 0.004264324497550358, 0.06000749075730651], [19, 0.004225414680756027, 0.059526378911967666], [20, 0.004187599819488241, 0.05903787534487453], [21, 0.004154328911454286, 0.05857403987779656], [22, 0.004132881000449136, 0.058216864764915575], [23, 0.004120829286000216, 0.05793804204310282], [24, 0.003891172160062221, 0.05690427152597174], [25, 0.004135409749361922, 0.05816827363853836], [26, 0.004134213320336737, 0.0582048756462287], [27, 0.0041131657778047765, 0.05814785555152633], [28, 0.004039033864804272, 0.057847220093862915], [29, 0.004012298773280539, 0.0577847982441477], [30, 0.004086028745102037, 0.05820650196978433], [31, 0.003911844997977217, 0.057404471910972504], [32, 0.003944369170009547, 0.05760547525627308], [33, 0.004022873835613912, 0.05803156462537473], [34, 0.004045606328872964, 0.05817904431901849], [35, 0.004039850404903215, 0.05818995928946821], [36, 0.004031487920049888, 0.05818614500961077], [37, 0.0040338559495770214, 0.058231393872625055], [38, 0.004033181394333951, 0.058256739746177656], [39, 0.004039735923773454, 0.05831167832979651], [40, 0.004038271781610092, 0.058324448629465404], [41, 0.004041635159713526, 0.05835400876784754], [42, 0.004040895274859698, 0.05836436815418155], [43, 0.004042264637973858, 0.05838019527490194], [44, 0.004042685170134064, 0.05839149679565142], [45, 0.00404334604536416, 0.058401213085049926], [46, 0.0040436818975043325, 0.058408455939937536], [47, 0.0040439103067910764, 0.058413806600834395], [48, 0.004044035090676819, 0.05841777133209176], [49, 0.004044086081800439, 0.05842062985638472]]",4
