0.98,2776,24,1,"[[ 0.15389647 -0.10491639  0.2976898   1.2135564  -0.46297485 -0.43148485
  -0.35553667  2.291282    2.0996416  -0.8058998   0.14660469]]",2776,274
0.98,3470,1,1,"[[ 0.7933035  -0.28399086  0.14920816 -0.04713377 -0.2678436   0.05016029
   0.11820829  1.1399657   0.775796   -0.4253049   0.22708464]]",3470,281
0.98,3470,3,1,"[[ 0.6822267   0.19017075 -0.28282163  0.04958313 -0.4576534  -0.00277404
   0.23782998  2.2655587   1.6424176  -0.8330806   0.10872689]]",3470,288
0.98,3470,6,1,"[[ 0.49509835  0.07890174 -0.1461084   0.17171495 -0.7133165  -0.12220688
   0.3628454   1.9439538   1.7713829  -0.92403847  0.27570254]]",3470,295
0.98,3470,12,1,"[[ 0.304006   -0.05555743  0.2097721   0.55564404 -0.88937676 -0.4108837
   0.31961748  2.5931787   2.5260801  -1.144271    0.10194302]]",3470,302
0.98,3470,24,1,"[[ 0.14481066 -0.08430944  0.1836294   1.2028996  -0.47191662 -0.4282424
  -0.35443312  2.1249325   1.863424   -0.8580603   0.26280996]]",3470,309
0.96,1288,1,1,"[[ 0.8939352   0.08521737  0.00509817 -0.00223713 -0.09542928  0.00220238
   0.03821984 -0.2926515  -0.09347255 -0.27174422 -0.15341735]]",1288,316
0.96,1288,3,1,"[[ 0.68122894 -0.00375185  0.10191176  0.00197168 -0.28007367 -0.00960271
   0.10906376 -0.0828583  -0.09110184 -0.90399605  0.17829888]]",1288,323
0.96,1288,6,1,"[[ 0.41081294 -0.05168733  0.33227435  0.03749026 -0.5017457  -0.04236121
   0.17796244 -0.22037368  0.33648178 -1.1660167   0.09083988]]",1288,330
0.96,1288,12,1,"[[ 0.1286175   0.42346588 -0.05111902  0.22915311 -0.6795801  -0.16216856
   0.17422059 -0.35329494  0.6248393  -0.98357934 -0.12901385]]",1288,337
0.96,1288,24,1,"[[-0.04555064  0.25315586 -0.00137914  0.6480428  -0.4466889  -0.17053354
  -0.1337031   0.24707645  0.96734613 -0.8887152  -0.7112907 ]]",1288,344
0.96,2576,1,1,"[[ 0.891537   -0.05363181  0.14187174 -0.00243    -0.09749988  0.00330083
   0.03857957  0.04806536  0.31289387 -0.23644248 -0.29740235]]",2576,351
0.96,2576,3,1,"[[ 6.7033064e-01  2.9191568e-01 -4.9670022e-03  9.9836779e-04
  -2.8893784e-01 -4.9515562e-03  1.1069086e-01 -3.5718244e-01
   2.7105922e-01 -1.0006284e+00 -4.2897470e-02]]",2576,358
0.96,2576,6,1,"[[ 0.41568345  0.05688232  0.17528982  0.03761864 -0.49774793 -0.04447328
   0.17692511 -0.5135093   0.00640114 -0.65738946  0.14641942]]",2576,365
0.96,2576,12,1,"[[ 0.12591672  0.24773517  0.1511575   0.22931916 -0.6817291  -0.16119781
   0.17506117 -0.1751494   0.80753875 -1.3423593  -0.32458767]]",2576,372
0.96,2576,24,1,"[[-0.03994928  0.08807283  0.08271744  0.64674425 -0.44266775 -0.17177407
  -0.13539346  0.19361779  0.6294416  -0.77204424 -0.58106774]]",2576,379
0.96,3864,1,1,"[[ 0.8919796  -0.02436944  0.14367522 -0.002405   -0.09705906  0.00305517
   0.03849392 -0.27591112 -0.00469829 -0.3545285  -0.068281  ]]",3864,386
0.96,3864,3,1,"[[ 0.67906815  0.01667085  0.14333163  0.00179768 -0.28178176 -0.00871335
   0.10936442 -0.36753157 -0.1938872  -0.8923117   0.31757635]]",3864,393
0.96,3864,6,1,"[[ 0.41610077  0.01718917  0.2057287   0.03762779 -0.49741262 -0.04464966
   0.17684217 -0.50901425  0.02771123 -0.52694076  0.1284814 ]]",3864,400
0.96,3864,12,1,"[[ 0.12417991  0.43334708  0.02754987  0.22936602 -0.6830218  -0.16068113
   0.17552547 -0.5240406   0.6445207  -1.3293585  -0.36455306]]",3864,407
0.96,3864,24,1,"[[-0.04096142 -0.08323729  0.2913977   0.6469254  -0.44335678 -0.17155889
  -0.13515808 -0.08148915  0.5575268  -0.4701898  -0.42499104]]",3864,414
0.96,5152,1,1,"[[ 0.8873995   0.05631823  0.09779304 -0.00283987 -0.10091385  0.00505793
   0.03915536  0.04119529  0.45750144 -0.44612122 -0.16822408]]",5152,421
0.96,5152,3,1,"[[ 0.67664176 -0.08119673  0.22498922  0.00165556 -0.28389508 -0.0075638
   0.10977901  0.05401818  0.39677432 -0.55652094 -0.23917872]]",5152,428
0.96,5152,6,1,"[[ 0.41191885  0.26137063  0.03675452  0.03751209 -0.5007848  -0.0428704
   0.17769507 -0.5498035   0.07887587 -1.0048364   0.15507288]]",5152,435
0.96,5152,12,1,"[[ 0.12595992  0.01235311  0.39618868  0.22931118 -0.6816781  -0.1612349
   0.17503299 -0.31638008  0.7588106  -1.0953388  -0.09571388]]",5152,442
0.96,5152,24,1,"[[-0.03956863  0.3457758  -0.16354491  0.6466121  -0.44236147 -0.17186746
  -0.13556434 -0.04677758  0.5380616  -0.381193   -0.5103812 ]]",5152,449
0.96,6440,1,1,"[[ 0.8901963   0.22015826 -0.107068   -0.00255321 -0.0986037   0.00387124
   0.03876433  0.01170371  0.35186154 -0.27852944 -0.37560195]]",6440,456
0.96,6440,3,1,"[[ 6.65307462e-01  1.09312676e-01  2.20522240e-01  4.76836547e-04
  -2.93086112e-01 -2.81299837e-03  1.11478895e-01 -1.75837591e-01
   8.15314651e-01 -5.73833108e-01 -3.06353033e-01]]",6440,463
0.96,6440,6,1,"[[ 0.41516757 -0.01969251  0.24548392  0.0375999  -0.49819022 -0.04423553
   0.17704783 -0.3074505   0.04807387 -1.1142633   0.12498565]]",6440,470
0.96,6440,12,1,"[[ 0.12399217  0.28498653  0.14232767  0.22941919 -0.6832459  -0.16053501
   0.17564154 -0.21454298  0.926078   -1.1818255  -0.27203175]]",6440,477
0.96,6440,24,1,"[[-0.03981667  0.29859674 -0.11648439  0.64668316 -0.4425446  -0.17181057
  -0.1354766   0.00373007  0.5411179  -0.46857718 -0.19092064]]",6440,484
0.94,1810,1,1,"[[ 0.92072845 -0.00425218 -0.00435614  0.01028447 -0.08661946 -0.00575674
   0.04504333 -0.4300896  -0.45771843  0.53827596  0.12996243]]",1810,491
0.94,1810,3,1,"[[ 0.73078376  0.1573138  -0.10203558  0.03216137 -0.27160653 -0.024732
   0.13458233 -0.11578922 -0.10799962 -0.30817112 -0.20428562]]",1810,498
0.94,1810,6,1,"[[ 0.48212114  0.00090096  0.11179636  0.08541807 -0.49770766 -0.07643587
   0.22279198 -0.24998674  0.00539723 -0.03805359 -0.06471824]]",1810,505
0.94,1810,12,1,"[[ 0.23149288  0.13274084 -0.00921584  0.31534147 -0.66412467 -0.24808781
   0.20832306 -0.27529705 -0.07937811 -0.20908214 -0.0652695 ]]",1810,512
0.94,1810,24,1,"[[ 0.0264658  -0.06560837  0.11366004  0.75664926 -0.4129542  -0.24832666
  -0.19564548 -0.50419915 -0.62850535 -0.03094207  0.05567847]]",1810,519
0.94,3620,1,1,"[[ 0.9201201   0.00097068 -0.00441868  0.01020147 -0.08678572 -0.00539849
   0.04528732 -0.23895074 -0.4658629  -0.14591856  0.19630553]]",3620,526
0.94,3620,3,1,"[[ 0.730268   -0.02128966  0.07895169  0.0319952  -0.27188885 -0.02451788
   0.13474853 -0.14119288 -0.04540318 -0.08023394 -0.00572574]]",3620,533
0.94,3620,6,1,"[[ 0.48025012  0.19499575 -0.07799812  0.08478609 -0.49877587 -0.07568831
   0.2234494  -0.17028473  0.1961145   0.05793338 -0.13413079]]",3620,540
0.94,3620,12,1,"[[ 0.22803651  0.08522561  0.05903985  0.31425187 -0.6659955  -0.24686772
   0.20973818 -0.05903518  0.40046465 -0.12381855 -0.41967535]]",3620,547
0.94,3620,24,1,"[[ 0.02089865  0.13437651 -0.04625029  0.7545951  -0.41720158 -0.24703343
  -0.19472104 -0.11087535  0.07353343 -0.19483459 -0.08059523]]",3620,554
0.94,5430,1,1,"[[ 0.917891    0.10540672 -0.10466318  0.00947969 -0.08806304 -0.00447773
   0.04593806 -0.163425   -0.26542726 -0.0069369   0.17607448]]",5430,561
0.94,5430,3,1,"[[ 0.7377741  -0.00279022  0.03076689  0.03423483 -0.26801747 -0.02783308
   0.13212855 -0.5686158  -0.82056075 -0.03403653  0.2907198 ]]",5430,568
0.94,5430,6,1,"[[ 0.4787089   0.27013868 -0.14665808  0.0843048  -0.4995542  -0.07502441
   0.22403455 -0.02627797  0.3382205  -0.18732475 -0.25400728]]",5430,575
0.94,5430,12,1,"[[ 0.2314019   0.1705805  -0.04724864  0.3153187  -0.66416305 -0.24804997
   0.20837401 -0.21721911 -0.11264638 -0.43123913  0.22149718]]",5430,582
0.94,5430,24,1,"[[ 0.00393219  0.32433432 -0.09244332  0.7483085  -0.43025526 -0.2430185
  -0.19172889  1.2366031   2.2461646  -1.3541403  -1.0147251 ]]",5430,589
0.94,7240,1,1,"[[ 0.92391557 -0.22919603  0.21130945  0.01124608 -0.08488321 -0.00712457
   0.04407028 -0.5904665  -0.7679534   0.54531527  0.5631274 ]]",7240,596
0.94,7240,3,1,"[[ 0.72877395  0.10335866 -0.03650663  0.03154431 -0.27264437 -0.02386186
   0.13525404 -0.15790686  0.18244696  0.35102504 -0.2777898 ]]",7240,603
0.94,7240,6,1,"[[ 0.47871178  0.16010736 -0.03507382  0.08429701 -0.49957052 -0.07504222
   0.22401299 -0.13444053  0.39316124  0.27878955 -0.25114375]]",7240,610
0.94,7240,12,1,"[[ 0.22738247  0.02316339  0.12490995  0.3140407  -0.66633826 -0.24663384
   0.21000588 -0.01331922  0.47373983 -0.13067313 -0.2813572 ]]",7240,617
0.94,7240,24,1,"[[ 0.01528911 -0.0222503   0.14989139  0.7525099  -0.42150816 -0.24571702
  -0.19375698  0.25524628  0.7949993  -0.23987977 -0.3393334 ]]",7240,624
0.94,9050,1,1,"[[ 0.91545683  0.14574453 -0.13639116  0.00876565 -0.08932476 -0.00340578
   0.04668051 -0.00897956 -0.05528817 -0.15804146  0.05972122]]",9050,631
0.94,9050,3,1,"[[ 0.7326101   0.02074099  0.02889248  0.03272902 -0.27063656 -0.02552616
   0.13396204 -0.2520674  -0.30424222 -0.15195362  0.32555783]]",9050,638
0.94,9050,6,1,"[[ 0.4819031   0.20813541 -0.09424106  0.08535542 -0.4978066  -0.07633639
   0.22288024 -0.22598794  0.01663025 -0.08661103  0.05293666]]",9050,645
0.94,9050,12,1,"[[ 0.22754203 -0.04761891  0.19519825  0.31409258 -0.6662428  -0.24668793
   0.20994379 -0.02302465  0.45238054 -0.13408738 -0.24169905]]",9050,652
0.94,9050,24,1,"[[ 0.02803345  0.13462476 -0.09965534  0.75721693 -0.4117717  -0.24868806
  -0.19589911 -0.5500158  -0.86061794 -0.26317918  0.07923956]]",9050,659
