Completeness,Sequence Length,Horizon,Window Size,Train Metrics,Test Metrics,Linear Weights,Test Number
1,216,1,1,"[[0, 0.1050179019401523, 0.2253820586053258], [1, 0.08435589482977905, 0.20442137188654483], [2, 0.07567050945380954, 0.1883301513747], [3, 0.07053093358288028, 0.17923844331836147], [4, 0.06704351381231549, 0.17314360484119412], [5, 0.06436070301919523, 0.17001607678820016], [6, 0.06187194714948294, 0.16743718175439873], [7, 0.059199723193913534, 0.16391626772604412], [8, 0.05629723897588921, 0.15978435083031892], [9, 0.053372593662744376, 0.15564019636223658], [10, 0.05067349115263752, 0.15104199817420536], [11, 0.04833415746982737, 0.14642555985613165], [12, 0.04636779596295817, 0.14264179778626912], [13, 0.04472546280760263, 0.13970933295981672], [14, 0.04334432653730033, 0.13764003361973823], [15, 0.04216985937359083, 0.13608066198351823], [16, 0.04116093634102844, 0.13465395923476162], [17, 0.04028827976797172, 0.13340636797600702], [18, 0.039530231260543995, 0.13228291047196655], [19, 0.03886991799318229, 0.13107206546023545], [20, 0.03829348264031412, 0.12980483447857716], [21, 0.03778943974179187, 0.1285334947913328], [22, 0.037348340222574085, 0.1274170043798637], [23, 0.03696221968641203, 0.12647986980929438], [24, 0.03662419183577246, 0.12568343018333009], [25, 0.03632813679516355, 0.12490444243383322], [26, 0.036068602394167835, 0.12415256303521395], [27, 0.03584069848102676, 0.12349580631965608], [28, 0.035640198948368, 0.12295373387210908], [29, 0.035463410011677014, 0.12253664130225092], [30, 0.03530721883921192, 0.12216189934977263], [31, 0.035168965945527014, 0.1218012881682039], [32, 0.03504638024611098, 0.12145992997344907], [33, 0.034937533712890885, 0.12114152288843708], [34, 0.03484075473299399, 0.12084768746953818], [35, 0.03475462111945024, 0.12057877165794968], [36, 0.03467786726736089, 0.12033404660217067], [37, 0.034609397841180445, 0.1201121789510913], [38, 0.03454826605318721, 0.11991169838270734], [39, 0.034493640936226116, 0.11973085204940628], [40, 0.03444478317125668, 0.11957372164753112], [41, 0.03440106329292002, 0.11943450484019483], [42, 0.03436190760090952, 0.11930928180324868], [43, 0.03432682323867925, 0.11919669615722622], [44, 0.034295371724286844, 0.119095473345735], [45, 0.03426716485315363, 0.1190044601139933], [46, 0.03424185606334849, 0.11892261907591739], [47, 0.034219143025421166, 0.11884907200940381], [48, 0.03419875476996497, 0.1187846691915455], [49, 0.034180441864683504, 0.11872730780948551], [50, 0.03416399198222564, 0.11867572464108402], [51, 0.03414921589950952, 0.1186293411475935], [52, 0.03413593981862149, 0.118587611869805], [53, 0.03412400728835144, 0.11855108751326034], [54, 0.03411327749383838, 0.1185192938359027], [55, 0.03410363691293739, 0.11849072587638615], [56, 0.0340949657861536, 0.11846564195092922], [57, 0.034087171324620115, 0.1184436603187057], [58, 0.03408016190466578, 0.11842389012047373], [59, 0.0340738602130877, 0.11840608826240379], [60, 0.034068188224392726, 0.11839092869766361], [61, 0.034063090338962605, 0.11837798967092517], [62, 0.03405850200396361, 0.11836642358733675], [63, 0.034054373419691183, 0.11835601825592025], [64, 0.03405066061324027, 0.11834668800399457], [65, 0.03404732149266804, 0.11833827583040753], [66, 0.03404431787143116, 0.11833073723815495], [67, 0.03404161651970989, 0.1183239258357126], [68, 0.03403918167963854, 0.11831777430303496], [69, 0.03403699517748021, 0.11831224396986179], [70, 0.03403502429762515, 0.11830723626122465], [71, 0.03403325191958316, 0.1183027422900783], [72, 0.03403165866430531, 0.11829874267664521], [73, 0.0340302234405481, 0.11829509473532725], [74, 0.03402893228249451, 0.11829182936931469], [75, 0.03402777192207602, 0.11828892986482482], [76, 0.03402672483805669, 0.11828626911263855], [77, 0.03402578539772217, 0.11828389488903733], [78, 0.03402493561331511, 0.1182817369321445], [79, 0.03402417655439748, 0.11827981050684352], [80, 0.03402349016805284, 0.11827802550281953], [81, 0.03402287235756509, 0.11827650553359721], [82, 0.0340223165861615, 0.11827509480915378], [83, 0.03402181969434338, 0.11827383230425097], [84, 0.03402136668788995, 0.11827267784516052], [85, 0.0340209637184173, 0.11827165196333726], [86, 0.03402059700732608, 0.11827072011270398], [87, 0.03402027340830786, 0.11826987824720638], [88, 0.034019976677083424, 0.11826916540788551], [89, 0.03401971010201108, 0.11826855110717685], [90, 0.034019470957239624, 0.11826799114211409], [91, 0.03401925593400237, 0.1182674313905129], [92, 0.03401906324896364, 0.11826691588432284], [93, 0.03401888903087607, 0.11826644952171478], [94, 0.03401873230654548, 0.11826602728233371], [95, 0.03401858974812067, 0.11826566092316548], [96, 0.034018463789350896, 0.11826535876527428], [97, 0.03401834944904412, 0.11826506769702887], [98, 0.03401824520071884, 0.11826481901569698], [99, 0.03401815311647275, 0.11826462960274202]]","[[0, 0.32504901567170785, 0.5674103742543326], [1, 0.18271799697432406, 0.42413409353331694], [2, 0.1122300660367622, 0.33095728983648204], [3, 0.06991368592825047, 0.2593787730809282], [4, 0.04426868812202714, 0.20407785074289456], [5, 0.029202526853538965, 0.16297032302010503], [6, 0.020675064115330103, 0.13510523172778666], [7, 0.01614792389743745, 0.11840495926342984], [8, 0.014075926649152385, 0.10961612338808224], [9, 0.013533710213767014, 0.10691907367259539], [10, 0.013971699626656415, 0.10853381630337466], [11, 0.015049595065224715, 0.11287860887170661], [12, 0.016517216573891685, 0.1186430368970505], [13, 0.018140852237952775, 0.12473479147449179], [14, 0.019677553169839126, 0.13023438848989408], [15, 0.020892173605189586, 0.13443615876055312], [16, 0.02159898083983683, 0.13691146717729563], [17, 0.021701406713408117, 0.13723467483503604], [18, 0.021209416848192674, 0.13545157772922944], [19, 0.020223988444836007, 0.13193961986101432], [20, 0.01889856665992167, 0.1271615210739228], [21, 0.017395390619978655, 0.12148619478307271], [22, 0.01585242104776499, 0.11532654446825893], [23, 0.01436813429320991, 0.10908654273032108], [24, 0.01300171581385183, 0.1032402604796142], [25, 0.011781320582718594, 0.09792527650963402], [26, 0.010714115321143466, 0.09293542343415], [27, 0.009795171222893174, 0.08832274507970381], [28, 0.009013169011924156, 0.08411324498384525], [29, 0.008353809413207737, 0.08031446989901156], [30, 0.007802013226589838, 0.07692143929189527], [31, 0.007342759703914094, 0.07391780781174515], [32, 0.006962033098145269, 0.07127991518304806], [33, 0.006646922230788203, 0.06897700858024079], [34, 0.0063861675991871, 0.06697595753145733], [35, 0.006170053130010147, 0.06524228623883739], [36, 0.005990336998725387, 0.06374177135253209], [37, 0.0058403422242595615, 0.06247981810023264], [38, 0.005714564713201092, 0.061451514554022466], [39, 0.00560856286665512, 0.06059090635361358], [40, 0.005518779339962389, 0.0598431512890443], [41, 0.005442356786324824, 0.05919209487782299], [42, 0.005376986539822822, 0.05862387309441283], [43, 0.005320816603359141, 0.05812681536318513], [44, 0.005272328728197376, 0.057690860758403704], [45, 0.005230302991102436, 0.057307616775154044], [46, 0.005193785140517292, 0.05697040888615146], [47, 0.0051619267501789926, 0.056682821232949245], [48, 0.005134022772102356, 0.05643667455483576], [49, 0.005109527630338644, 0.056218670486382086], [50, 0.005087988939443898, 0.05603167744300369], [51, 0.005068972644351582, 0.0558723009813617], [52, 0.0050521888911994, 0.05573074400418798], [53, 0.005037317113176467, 0.05560459315389446], [54, 0.005024150463446689, 0.055492347987780674], [55, 0.005012443868487703, 0.05539208494369809], [56, 0.005002038536457444, 0.05530261033677356], [57, 0.004992772657900321, 0.05522263602648658], [58, 0.004984519141967318, 0.05515117368570777], [59, 0.0049771581552545815, 0.05508725644247068], [60, 0.004970568902451284, 0.05502988223316646], [61, 0.004964677757513083, 0.05497845525417862], [62, 0.004959399203439822, 0.05493228298188436], [63, 0.0049546967181815366, 0.05489107348644979], [64, 0.00495047757172066, 0.05485403519778996], [65, 0.004946716686623234, 0.05482097939805269], [66, 0.004943332526181621, 0.05479118526358538], [67, 0.004940283755543131, 0.05476430700407792], [68, 0.004937564824167354, 0.0547403106630704], [69, 0.004935107432682471, 0.0547185996324689], [70, 0.0049329055591125475, 0.054699132456520944], [71, 0.004930945911869352, 0.054681795293632304], [72, 0.004929169848193936, 0.05466606255829976], [73, 0.004927586737520933, 0.054652032339839916], [74, 0.004926170781922084, 0.05463948776971481], [75, 0.004924885155169038, 0.05462808044323748], [76, 0.004923741971440397, 0.054617936891842266], [77, 0.004922693607103039, 0.05460862338646568], [78, 0.004921761161408223, 0.054600343955534564], [79, 0.0049209151774934875, 0.05459281984333271], [80, 0.004920173906405812, 0.054586237487459374], [81, 0.0049194983411071855, 0.05458023260454545], [82, 0.004918883624071007, 0.05457476494743692], [83, 0.00491833533222361, 0.05456988327088612], [84, 0.004917837850915782, 0.05456546027638447], [85, 0.0049174070463936384, 0.05456162742275237], [86, 0.004916985638374172, 0.05455786593274474], [87, 0.004916639892614914, 0.05455479442584265], [88, 0.004916340880680404, 0.05455214131691217], [89, 0.004916066916198255, 0.054549717570128685], [90, 0.0049158145953528175, 0.05454747193759867], [91, 0.004915567063557488, 0.054545261692688425], [92, 0.00491534781056459, 0.054543303193222085], [93, 0.004915143450811821, 0.054541474894640056], [94, 0.004914970509294425, 0.05453993576846594], [95, 0.00491481630854989, 0.054538565466741705], [96, 0.004914679409482634, 0.054537341915387186], [97, 0.004914556763360663, 0.054536249673545506], [98, 0.004914461685931983, 0.054535410663854776], [99, 0.0049143745729219685, 0.054534641145952086]]","[          0
0  0.304723,          0
0  0.39165,           0
0  0.458418,           0
0  0.515105,           0
0  0.567493,           0
0  0.617876,           0
0  0.666898,           0
0  0.712992,           0
0  0.753419,           0
0  0.786176,           0
0  0.810945,           0
0  0.828693,           0
0  0.840877,          0
0  0.84897,           0
0  0.854293,          0
0  0.85798,          0
0  0.86096,          0
0  0.86393,           0
0  0.867331,           0
0  0.871345,           0
0  0.875943,           0
0  0.880955,           0
0  0.886156,           0
0  0.891331,           0
0  0.896309,           0
0  0.900976,           0
0  0.905263,           0
0  0.909141,           0
0  0.912603,           0
0  0.915661,           0
0  0.918335,           0
0  0.920656,           0
0  0.922654,           0
0  0.924366,           0
0  0.925826,           0
0  0.927068,           0
0  0.928125,           0
0  0.929023,           0
0  0.929787,           0
0  0.930438,           0
0  0.930994,           0
0  0.931471,          0
0  0.93188,           0
0  0.932233,           0
0  0.932537,           0
0  0.932801,          0
0  0.93303,          0
0  0.93323,           0
0  0.933404,           0
0  0.933557,           0
0  0.933691,           0
0  0.933809,           0
0  0.933912,           0
0  0.934004,           0
0  0.934085,           0
0  0.934157,          0
0  0.93422,           0
0  0.934277,           0
0  0.934327,           0
0  0.934371,           0
0  0.934411,           0
0  0.934447,           0
0  0.934479,           0
0  0.934508,           0
0  0.934533,           0
0  0.934556,           0
0  0.934576,           0
0  0.934594,           0
0  0.934611,           0
0  0.934626,           0
0  0.934639,          0
0  0.93465,           0
0  0.934661,           0
0  0.934671,           0
0  0.934679,           0
0  0.934687,           0
0  0.934693,         0
0  0.9347,           0
0  0.934705,           0
0  0.934711,           0
0  0.934715,           0
0  0.934719,           0
0  0.934723,           0
0  0.934726,           0
0  0.934729,           0
0  0.934731,           0
0  0.934734,           0
0  0.934736,           0
0  0.934737,           0
0  0.934739,          0
0  0.93474,           0
0  0.934742,           0
0  0.934743,           0
0  0.934745,           0
0  0.934746,           0
0  0.934747,           0
0  0.934747,           0
0  0.934748,           0
0  0.934748,           0
0  0.934749]",1
1,216,3,1,"[[0, 0.22266807380046885, 0.30841141634903074], [1, 0.2579852545452013, 0.3627468284471482], [2, 0.2208330419090099, 0.33417521073129625], [3, 0.19952430577114041, 0.3204651972155267], [4, 0.18340028545934167, 0.3095436545827595], [5, 0.17003529647753104, 0.30013476757233], [6, 0.15882006403532267, 0.2924667508296426], [7, 0.1493845591684583, 0.28609564548511696], [8, 0.14138639645881915, 0.27972969298674644], [9, 0.13453390952524574, 0.27439486061761315], [10, 0.12859702810940102, 0.26924268088209785], [11, 0.12339998624986893, 0.2641673200372753], [12, 0.11880839109707642, 0.258911160366916], [13, 0.11472003035810571, 0.25377435812129406], [14, 0.11105951658533667, 0.249240275041232], [15, 0.10777360422425337, 0.24469921851897575], [16, 0.10482528477377395, 0.24066887568409512], [17, 0.10218710780856334, 0.23743390624839958], [18, 0.09983527994025193, 0.2347167333039119], [19, 0.09774631245361642, 0.2324941127399916], [20, 0.09589579676830223, 0.23028585632893267], [21, 0.09425880717784493, 0.22807090151257955], [22, 0.09281089787492296, 0.22594512409906128], [23, 0.09152911384867232, 0.22400953626099213], [24, 0.09039268310118453, 0.22228006578215895], [25, 0.089383327519189, 0.2206164880427597], [26, 0.08848521744341055, 0.21903583860702996], [27, 0.08768479443617573, 0.21754921719974393], [28, 0.08697043224795861, 0.21620565507032072], [29, 0.08633211431195056, 0.21499527974961385], [30, 0.08576118004792292, 0.21391381616133345], [31, 0.08525005300000296, 0.21292268815010837], [32, 0.08479212324317119, 0.21201601251066782], [33, 0.0843815607935272, 0.2111893569657422], [34, 0.08401327200378833, 0.21045040084684233], [35, 0.08368272743497576, 0.20982185552064306], [36, 0.08338593457776156, 0.20928100354366877], [37, 0.08311934244078764, 0.20879169232223765], [38, 0.08287979802381909, 0.20834942077061147], [39, 0.08266452191628944, 0.20796157183059868], [40, 0.08247097519554734, 0.2076202908037143], [41, 0.08229697709595893, 0.20731439201655458], [42, 0.08214049136995243, 0.2070402006176797], [43, 0.08199977173644517, 0.20679286153813048], [44, 0.08187318146291653, 0.20656975888038248], [45, 0.08175931265740781, 0.2063686172439874], [46, 0.08165688110577374, 0.2061873454973363], [47, 0.08156472632285573, 0.2060239648604665], [48, 0.08148181353577215, 0.20587671270226454], [49, 0.0814072044947392, 0.20574398691531828], [50, 0.08134007860785125, 0.2056244493980895], [51, 0.08127967774461106, 0.2055168127430983], [52, 0.08122532570187171, 0.2054198231733373], [53, 0.08117641482213955, 0.2053324987974252], [54, 0.08113240401417356, 0.20525381551853727], [55, 0.08109279645478415, 0.20518472762606882], [56, 0.08105715536432886, 0.20512488192187733], [57, 0.08102508130798201, 0.20507095705313], [58, 0.08099621184026058, 0.2050224054881392], [59, 0.0809702334020341, 0.20497868502482297], [60, 0.08094685480491602, 0.2049393377709767], [61, 0.08092581587358956, 0.20490385799690075], [62, 0.08090688276698857, 0.20487192923693137], [63, 0.08088984245962533, 0.20484312858749767], [64, 0.08087450583996522, 0.20481724015147834], [65, 0.08086070617029344, 0.2047939034430262], [66, 0.08084828989087917, 0.20477288069086036], [67, 0.0808371029788047, 0.20475394906482566], [68, 0.08082704132661901, 0.2047369481174836], [69, 0.08081798799431246, 0.20472163739089153], [70, 0.08080983650128748, 0.20470786934935048], [71, 0.08080249459255978, 0.2046955441461576], [72, 0.08079589948285154, 0.20468447363684444], [73, 0.08078995771545128, 0.20467446770202108], [74, 0.08078461931597992, 0.20466542777807212], [75, 0.08077980099498565, 0.20465728062636354], [76, 0.08077547376884946, 0.20464997614667169], [77, 0.08077157246310394, 0.20464338729781087], [78, 0.08076806913994136, 0.20463747230102655], [79, 0.08076491316679604, 0.2046321133167521], [80, 0.08076206720585148, 0.20462726257157735], [81, 0.0807595161615741, 0.20462295177023204], [82, 0.08075721018640686, 0.2046190543786436], [83, 0.08075513906763059, 0.20461555266210504], [84, 0.08075327538660133, 0.20461239533227263], [85, 0.08075160511635601, 0.2046095670637977], [86, 0.08075008851307526, 0.2046069957993398], [87, 0.08074873368372601, 0.20460467544006114], [88, 0.0807475099894114, 0.20460255757039902], [89, 0.08074640798293661, 0.20460068657566965], [90, 0.08074541975256078, 0.20459896713561024], [91, 0.08074452938059601, 0.20459734725881296], [92, 0.08074372028430833, 0.20459588939819878], [93, 0.08074299652898376, 0.2045946802561265], [94, 0.0807423506977607, 0.20459360805640253], [95, 0.0807417673888384, 0.20459263124952262], [96, 0.080741241283428, 0.2045916769625932], [97, 0.0807407644719428, 0.20459083752027388], [98, 0.0807403409014415, 0.20459010830313146], [99, 0.08073995281669247, 0.20458945556113012]]","[[0, 0.770213726301526, 0.8708793543770521], [1, 0.3311140346665715, 0.571323579108356], [2, 0.2778845727443695, 0.5238947930611771], [3, 0.2544232845999474, 0.5015065861474813], [4, 0.24234995124645012, 0.48951977366406113], [5, 0.2377467347785484, 0.48483379364187634], [6, 0.2375195196201635, 0.48456404151633925], [7, 0.23894415813130002, 0.48596902533900516], [8, 0.23968359897303027, 0.48665939194488844], [9, 0.23790123296338458, 0.48475315749476855], [10, 0.2324375494621521, 0.4790086968662489], [11, 0.2229216254727785, 0.4688846002435975], [12, 0.20972648436246916, 0.45449300035157775], [13, 0.19376772191635397, 0.43645687118362525], [14, 0.17621403118205625, 0.4157068699453651], [15, 0.15820909282842346, 0.3932702138430936], [16, 0.1406806443146495, 0.37009899371873634], [17, 0.12426156845203666, 0.34696522460908336], [18, 0.10930439907797547, 0.3244279645930202], [19, 0.09594526575055233, 0.3028525336137733], [20, 0.08417882540718068, 0.28245640780051773], [21, 0.07392148660539194, 0.26336031717381764], [22, 0.06505387745321144, 0.24562883241727565], [23, 0.05744441720483781, 0.22929494523952784], [24, 0.050960980718522224, 0.21437241838292362], [25, 0.04547383374301717, 0.20085439036650102], [26, 0.04085812606844715, 0.18871250189188318], [27, 0.036994771577198216, 0.1778935034366909], [28, 0.033772687078284395, 0.16864187499622868], [29, 0.03109068622092478, 0.1606343893875723], [30, 0.028859007475000188, 0.15362179587451977], [31, 0.026999952608442727, 0.14749902093145795], [32, 0.0254476324589632, 0.1423521669906618], [33, 0.024147345840986437, 0.13793386629434135], [34, 0.023053910949086057, 0.13408522210159657], [35, 0.02213056226224411, 0.1307303985818302], [36, 0.021347297310523233, 0.12780212543640124], [37, 0.020679831089499966, 0.12524196649560596], [38, 0.020108609932914225, 0.12300002701579255], [39, 0.019617664606833618, 0.12103306374490021], [40, 0.019194030151686813, 0.11935262508839335], [41, 0.01882709500112173, 0.11791326428660967], [42, 0.01850819379919707, 0.11664370375135069], [43, 0.018230001225547736, 0.1155214333710885], [44, 0.01798673382011678, 0.11452836129808931], [45, 0.017773417159163685, 0.11364826286356453], [46, 0.017585846217454758, 0.11286699600488866], [47, 0.017420550543161075, 0.11217261581303754], [48, 0.01727458733055459, 0.11155474181754674], [49, 0.0171454547586997, 0.11100435516967123], [50, 0.017031038087775098, 0.11051368318313336], [51, 0.016929500033743248, 0.11007584437919228], [52, 0.016839256193718958, 0.10968477520257851], [53, 0.01675892102486064, 0.10933508614339345], [54, 0.016687378505086472, 0.10902243884465668], [55, 0.01662355870144512, 0.10874252525107933], [56, 0.016566614413953407, 0.10849197565346974], [57, 0.016515734847628263, 0.10826745534008311], [58, 0.016470256081997516, 0.10806625258442744], [59, 0.016429609621449938, 0.10788601606487735], [60, 0.01639319912156193, 0.10772421949761012], [61, 0.016360578397515656, 0.10757897698595915], [62, 0.016331322169926988, 0.10744849908080747], [63, 0.016305120329614214, 0.10733146798249403], [64, 0.016281627499644624, 0.10722638966422553], [65, 0.016260511715298107, 0.10713181989690063], [66, 0.016241568464465672, 0.10704688627682445], [67, 0.01622458979757137, 0.1069706941490803], [68, 0.01620934324040887, 0.10690220953914144], [69, 0.01619565026314461, 0.1068406573408568], [70, 0.01618339719704615, 0.10678555131044151], [71, 0.016172437190191905, 0.1067362334037515], [72, 0.016162525656275035, 0.10669159875802385], [73, 0.016153630823303733, 0.10665152161721027], [74, 0.016145581765158568, 0.10661522317228185], [75, 0.016138396844156844, 0.10658282349547776], [76, 0.016131929220390764, 0.10655364184672664], [77, 0.01612610252126361, 0.10652734845782631], [78, 0.016120852148285552, 0.10650363929035782], [79, 0.01611611294161818, 0.10648223070135267], [80, 0.016111892610900024, 0.10646316975171365], [81, 0.016108063402921393, 0.1064458667536582], [82, 0.016104642139780904, 0.1064304074416653], [83, 0.01610155855755587, 0.10641646547912433], [84, 0.016098801893074482, 0.10640400711819767], [85, 0.01609627258441706, 0.10639256521540183], [86, 0.016094057419121423, 0.10638255518389522], [87, 0.016091965162009135, 0.10637307252061814], [88, 0.01609014375944118, 0.10636483472517054], [89, 0.016088511351818154, 0.10635745724075113], [90, 0.01608694882799132, 0.10635036243194305], [91, 0.01608555150926614, 0.10634402734813266], [92, 0.01608434139991512, 0.10633854612209917], [93, 0.016083311523140954, 0.10633389418200635], [94, 0.016082340360383588, 0.10632950292295121], [95, 0.016081462451967485, 0.10632552587958345], [96, 0.016080622971183105, 0.10632171341756687], [97, 0.016079920646852982, 0.1063185361273311], [98, 0.01607927747521222, 0.10631562107648536], [99, 0.016078699036412684, 0.10631299681841037]]","[          0
0 -0.383905,           0
0  0.015486,           0
0  0.156573,           0
0  0.250832,           0
0  0.322668,           0
0  0.377222,           0
0  0.418164,           0
0  0.448972,           0
0  0.472795,           0
0  0.492363,           0
0  0.509913,           0
0  0.527102,           0
0  0.544956,           0
0  0.563891,           0
0  0.583824,           0
0  0.604352,           0
0  0.624943,           0
0  0.645081,           0
0  0.664357,           0
0  0.682494,           0
0  0.699331,           0
0  0.714801,           0
0  0.728893,           0
0  0.741636,           0
0  0.753077,           0
0  0.763282,           0
0  0.772327,           0
0  0.780299,          0
0  0.78729,           0
0  0.793398,          0
0  0.79872,          0
0  0.80335,           0
0  0.807376,           0
0  0.810877,           0
0  0.813923,           0
0  0.816576,           0
0  0.818892,           0
0  0.820917,          0
0  0.82269,           0
0  0.824246,           0
0  0.825614,           0
0  0.826819,           0
0  0.827882,           0
0  0.828822,           0
0  0.829654,           0
0  0.830391,           0
0  0.831046,           0
0  0.831628,           0
0  0.832146,           0
0  0.832607,           0
0  0.833018,           0
0  0.833385,           0
0  0.833713,           0
0  0.834006,           0
0  0.834268,           0
0  0.834503,           0
0  0.834713,           0
0  0.834901,          0
0  0.83507,           0
0  0.835221,           0
0  0.835356,           0
0  0.835478,           0
0  0.835587,           0
0  0.835686,           0
0  0.835774,           0
0  0.835853,           0
0  0.835924,           0
0  0.835988,           0
0  0.836046,           0
0  0.836097,           0
0  0.836143,           0
0  0.836184,           0
0  0.836222,           0
0  0.836255,           0
0  0.836286,           0
0  0.836313,           0
0  0.836337,           0
0  0.836359,           0
0  0.836379,           0
0  0.836397,           0
0  0.836413,           0
0  0.836427,          0
0  0.83644,           0
0  0.836452,           0
0  0.836462,           0
0  0.836472,          0
0  0.83648,           0
0  0.836488,           0
0  0.836495,           0
0  0.836502,           0
0  0.836508,           0
0  0.836513,           0
0  0.836518,           0
0  0.836522,           0
0  0.836525,           0
0  0.836529,           0
0  0.836532,           0
0  0.836535,           0
0  0.836537,          0
0  0.83654]",8
