dt,value,veh_class,dir,location,category
2022-05-01 02:30:00,1,person,from_south_to_north,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 02:30:00,0,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 02:30:00,0,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 02:30:00,4,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 02:30:00,0,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 02:30:00,5,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 02:30:00,3,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 02:30:00,27,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 02:30:00,1,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 02:45:00,1,person,from_south_to_north,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 02:45:00,1,person,from_south_to_north,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 02:45:00,3,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 02:45:00,3,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 02:45:00,13,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 02:45:00,5,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 02:45:00,0,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 02:45:00,3,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 02:45:00,37,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 02:45:00,0,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 03:00:00,0,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 03:00:00,0,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 03:00:00,7,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 03:00:00,2,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 03:00:00,2,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 03:00:00,5,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 03:00:00,21,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 03:00:00,1,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 03:15:00,1,person,from_north_to_south,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 03:15:00,1,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 03:15:00,1,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 03:15:00,8,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 03:15:00,7,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 03:15:00,0,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 03:15:00,1,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 03:15:00,29,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 03:15:00,3,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 03:30:00,1,person,from_north_to_south,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 03:30:00,0,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 03:30:00,0,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 03:30:00,6,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 03:30:00,1,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 03:30:00,2,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 03:30:00,1,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 03:30:00,12,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 03:30:00,1,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 03:45:00,1,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 03:45:00,1,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 03:45:00,0,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 03:45:00,0,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 03:45:00,11,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 03:45:00,1,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 04:00:00,0,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 04:00:00,0,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 04:00:00,0,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 04:00:00,3,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 04:00:00,4,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 04:00:00,7,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 04:15:00,2,person,from_south_to_north,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 04:15:00,1,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 04:15:00,1,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 04:15:00,0,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 04:15:00,1,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 04:15:00,10,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 04:15:00,1,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 04:30:00,1,person,from_north_to_south,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 04:30:00,1,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 04:30:00,1,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 04:30:00,2,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 04:30:00,0,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 04:30:00,1,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 04:30:00,8,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 04:45:00,0,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 04:45:00,0,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 04:45:00,0,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 04:45:00,2,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 04:45:00,2,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 04:45:00,1,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 04:45:00,3,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 04:45:00,2,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 05:00:00,0,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 05:00:00,4,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 05:00:00,2,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 05:00:00,2,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 05:00:00,5,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 05:00:00,3,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 05:15:00,2,person,from_north_to_south,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 05:15:00,1,person,from_north_to_south,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 05:15:00,1,person,from_south_to_north,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 05:15:00,1,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 05:15:00,3,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 05:15:00,2,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 05:15:00,4,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 05:15:00,0,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 05:15:00,0,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 05:15:00,1,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 05:15:00,1,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 05:30:00,1,person,from_north_to_south,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 05:30:00,0,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 05:30:00,4,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 05:30:00,5,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 05:30:00,2,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 05:30:00,6,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 05:30:00,2,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 05:30:00,11,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 05:30:00,6,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 05:45:00,3,person,from_north_to_south,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 05:45:00,2,person,from_north_to_south,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 05:45:00,0,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 05:45:00,5,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 05:45:00,6,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 05:45:00,2,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 05:45:00,1,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 05:45:00,3,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 05:45:00,17,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 05:45:00,7,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 06:00:00,2,person,from_north_to_south,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 06:00:00,1,person,from_south_to_north,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 06:00:00,0,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 06:00:00,3,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 06:00:00,7,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 06:00:00,1,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 06:00:00,1,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 06:00:00,2,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 06:00:00,7,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 06:00:00,2,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 06:15:00,1,person,from_south_to_north,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 06:15:00,1,person,from_south_to_north,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 06:15:00,0,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 06:15:00,4,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 06:15:00,10,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 06:15:00,1,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 06:15:00,4,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 06:15:00,2,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 06:15:00,12,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 06:15:00,10,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 06:30:00,1,person,from_north_to_south,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 06:30:00,1,person,from_south_to_north,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 06:30:00,1,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 06:30:00,0,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 06:30:00,5,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 06:30:00,3,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 06:30:00,0,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 06:30:00,1,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 06:30:00,14,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 06:30:00,9,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 06:45:00,2,person,from_north_to_south,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 06:45:00,1,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 06:45:00,3,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 06:45:00,14,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 06:45:00,3,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 06:45:00,8,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 06:45:00,4,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 06:45:00,9,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 06:45:00,6,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 07:00:00,2,person,from_north_to_south,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 07:00:00,1,person,from_south_to_north,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 07:00:00,2,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 07:00:00,2,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 07:00:00,7,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 07:00:00,2,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 07:00:00,1,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 07:00:00,3,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 07:00:00,11,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 07:00:00,8,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 07:15:00,1,person,from_south_to_north,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 07:15:00,0,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 07:15:00,3,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 07:15:00,18,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 07:15:00,5,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 07:15:00,3,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 07:15:00,1,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 07:15:00,14,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 07:15:00,4,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 07:30:00,1,person,from_north_to_south,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 07:30:00,1,person,from_south_to_north,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 07:30:00,1,person,from_south_to_north,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 07:30:00,2,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 07:30:00,5,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 07:30:00,22,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 07:30:00,2,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 07:30:00,1,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 07:30:00,2,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 07:30:00,15,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 07:30:00,4,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 07:45:00,1,person,from_north_to_south,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 07:45:00,3,person,from_north_to_south,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 07:45:00,1,person,from_south_to_north,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 07:45:00,2,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 07:45:00,4,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 07:45:00,14,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 07:45:00,5,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 07:45:00,5,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 07:45:00,5,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 07:45:00,20,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 07:45:00,13,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 08:00:00,3,person,from_north_to_south,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 08:00:00,5,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 08:00:00,4,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 08:00:00,20,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 08:00:00,13,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 08:00:00,1,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 08:00:00,4,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 08:00:00,10,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 08:00:00,2,person,south_to_north,NclNorthumberlandStThePearl,flow
2022-05-01 08:15:00,4,person,from_north_to_south,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 08:15:00,1,person,from_north_to_south,NclQueenVictoriaRdPercyBuilding,flow
2022-05-01 08:15:00,2,person,from_south_to_north,NclQueenVictoriaRdBedsonBuilding,flow
2022-05-01 08:15:00,4,person,northeast_to_southeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 08:15:00,4,person,northwest_to_southwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 08:15:00,17,person,north_to_south,NclNorthumberlandStMonumentMall,flow
2022-05-01 08:15:00,10,person,north_to_south,NclNorthumberlandStThePearl,flow
2022-05-01 08:15:00,1,person,southeast_to_northeast,NclNorthumberlandStSavilleRowEast,flow
2022-05-01 08:15:00,4,person,southwest_to_northwest,NclNorthumberlandStSavilleRowWest,flow
2022-05-01 08:15:00,26,person,south_to_north,NclNorthumberlandStMonumentMall,flow
2022-05-01 08:15:00,10,person,south_to_north,NclNorthumberlandStThePearl,flow
